time,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco,District
2012-12-26 03:00:00,28.6,21.4,65.0,,,,3.6,,1010.5,,,Huyện Bình Chánh
2012-12-26 06:00:00,33.4,19.1,43.0,,,100.0,13.0,,1007.6,,,Huyện Bình Chánh
2012-12-26 09:00:00,32.4,20.3,49.0,,,170.0,9.4,,1005.8,,,Huyện Bình Chánh
2012-12-26 12:00:00,28.1,22.1,70.0,,,210.0,11.2,,1007.9,,,Huyện Bình Chánh
2012-12-26 15:00:00,27.6,23.4,78.0,,,,0.0,,1009.5,,,Huyện Bình Chánh
2012-12-26 18:00:00,25.1,22.0,83.0,,,80.0,3.6,,1009.1,,,Huyện Bình Chánh
2012-12-26 21:00:00,24.0,23.0,94.0,,,310.0,1.8,,1008.0,,,Huyện Bình Chánh
2012-12-27 00:00:00,24.4,23.2,93.0,,,60.0,5.4,,1009.0,,,Huyện Bình Chánh
2012-12-27 03:00:00,29.6,23.3,69.0,,,,5.4,,1009.9,,,Huyện Bình Chánh
2012-12-27 06:00:00,33.3,19.0,43.0,,,,5.4,,1007.3,,,Huyện Bình Chánh
2012-12-27 09:00:00,32.4,21.9,54.0,,,230.0,9.4,,1005.6,,,Huyện Bình Chánh
2012-12-27 12:00:00,26.2,23.1,83.0,,,160.0,7.6,,1006.8,,,Huyện Bình Chánh
2012-12-27 15:00:00,26.0,23.1,84.0,,,180.0,5.4,,1008.0,,,Huyện Bình Chánh
2012-12-27 18:00:00,25.3,23.4,89.0,,,190.0,5.4,,1007.3,,,Huyện Bình Chánh
2012-12-27 21:00:00,24.2,24.0,99.0,,,,1.8,,1006.8,,,Huyện Bình Chánh
2012-12-28 00:00:00,24.0,23.8,99.0,,,360.0,9.4,,1008.5,,,Huyện Bình Chánh
2012-12-28 03:00:00,28.2,24.0,78.0,,,340.0,7.6,,1009.1,,,Huyện Bình Chánh
2012-12-28 06:00:00,32.1,21.9,55.0,,,320.0,7.6,,1006.5,,,Huyện Bình Chánh
2012-12-28 09:00:00,32.6,21.5,52.0,,,330.0,9.4,,1004.5,,,Huyện Bình Chánh
2012-12-28 12:00:00,29.6,23.5,70.0,,,260.0,5.4,,1005.5,,,Huyện Bình Chánh
2012-12-28 15:00:00,28.8,24.1,76.0,,,220.0,11.2,,1007.3,,,Huyện Bình Chánh
2012-12-28 18:00:00,27.5,24.2,82.0,,,,3.6,,1006.5,,,Huyện Bình Chánh
2012-12-28 21:00:00,27.0,23.3,80.0,,,120.0,7.6,,1006.1,,,Huyện Bình Chánh
2012-12-29 00:00:00,27.0,23.0,79.0,,,90.0,7.6,,1008.4,,,Huyện Bình Chánh
2012-12-29 03:00:00,26.0,24.0,89.0,,,110.0,7.6,,1010.3,,,Huyện Bình Chánh
2012-12-29 06:00:00,27.3,23.3,79.0,,,80.0,13.0,,1008.4,,,Huyện Bình Chánh
2012-12-29 09:00:00,31.6,23.4,62.0,,,110.0,20.5,,1006.4,,,Huyện Bình Chánh
2012-12-29 12:00:00,27.0,23.0,79.0,,,110.0,7.6,,1007.4,,,Huyện Bình Chánh
2012-12-29 15:00:00,27.2,23.0,78.0,,,130.0,9.4,,1009.0,,,Huyện Bình Chánh
2012-12-29 18:00:00,24.0,23.0,94.0,,,110.0,5.4,,1008.3,,,Huyện Bình Chánh
2012-12-29 21:00:00,23.0,23.0,100.0,,,60.0,3.6,,1007.6,,,Huyện Bình Chánh
2012-12-30 00:00:00,24.4,24.2,99.0,,,40.0,5.4,,1008.5,,,Huyện Bình Chánh
2012-12-30 03:00:00,30.4,23.1,65.0,,,,5.4,,1009.4,,,Huyện Bình Chánh
2012-12-30 06:00:00,32.6,22.4,55.0,,,120.0,11.2,,1007.5,,,Huyện Bình Chánh
2012-12-30 09:00:00,33.2,22.9,55.0,,,180.0,9.4,,1006.0,,,Huyện Bình Chánh
2012-12-30 12:00:00,29.1,23.1,70.0,,,170.0,7.6,,1008.1,,,Huyện Bình Chánh
2012-12-30 15:00:00,28.6,23.5,74.0,,,90.0,14.8,,1009.4,,,Huyện Bình Chánh
2012-12-30 18:00:00,26.6,23.5,83.0,,,30.0,9.4,,1008.4,,,Huyện Bình Chánh
2012-12-30 21:00:00,23.4,21.5,89.0,,,40.0,7.6,,1007.9,,,Huyện Bình Chánh
2012-12-31 00:00:00,24.6,19.2,72.0,,,20.0,9.4,,1009.6,,,Huyện Bình Chánh
2012-12-31 03:00:00,29.6,19.0,53.0,,,30.0,7.6,,1010.4,,,Huyện Bình Chánh
2012-12-31 06:00:00,32.0,20.0,49.0,,,330.0,7.6,,1008.5,,,Huyện Bình Chánh
2012-12-31 09:00:00,32.4,17.8,42.0,,,10.0,9.4,,1006.4,,,Huyện Bình Chánh
2012-12-31 12:00:00,28.1,22.1,70.0,,,160.0,9.4,,1008.4,,,Huyện Bình Chánh
2012-12-31 15:00:00,26.3,21.9,77.0,,,60.0,5.4,,1010.4,,,Huyện Bình Chánh
2012-12-31 18:00:00,,,,,,330.0,11.2,,,,,Huyện Bình Chánh
2012-12-31 21:00:00,,,,,,,,,,,,Huyện Bình Chánh
2013-01-01 00:00:00,23.0,17.9,73.0,,,,5.4,,,,,Huyện Bình Chánh
2013-01-01 03:00:00,27.0,20.1,66.0,,,330.0,7.6,,,,,Huyện Bình Chánh
2013-01-01 06:00:00,31.0,20.0,52.0,,,50.0,7.6,,,,,Huyện Bình Chánh
2013-01-01 09:00:00,31.0,19.0,49.0,,,350.0,7.6,,,,,Huyện Bình Chánh
2013-01-01 12:00:00,27.0,22.0,74.0,,,170.0,11.2,,,,,Huyện Bình Chánh
2013-01-01 15:00:00,25.0,21.9,83.0,,,250.0,5.4,,,,,Huyện Bình Chánh
2013-01-01 18:00:00,25.0,23.1,89.0,,,,5.4,,,,,Huyện Bình Chánh
2013-01-01 21:00:00,23.0,22.0,94.0,,,70.0,5.4,,,,,Huyện Bình Chánh
2013-01-02 00:00:00,24.0,23.0,94.0,,,10.0,7.6,,,,,Huyện Bình Chánh
2013-01-02 03:00:00,28.0,22.9,74.0,,,,5.4,,,,,Huyện Bình Chánh
2013-01-02 06:00:00,30.0,21.9,62.0,,,270.0,7.6,,,,,Huyện Bình Chánh
2013-01-02 09:00:00,31.0,22.1,59.0,,,250.0,11.2,,,,,Huyện Bình Chánh
2013-01-02 12:00:00,27.0,22.0,74.0,,,160.0,9.4,,,,,Huyện Bình Chánh
2013-01-02 15:00:00,26.0,22.1,79.0,,,,1.8,,,,,Huyện Bình Chánh
2013-01-02 18:00:00,24.0,23.0,94.0,,,270.0,5.4,,,,,Huyện Bình Chánh
2013-01-02 21:00:00,24.0,22.1,89.0,,,240.0,7.6,,,,,Huyện Bình Chánh
2013-01-03 00:00:00,23.0,22.0,94.0,,,290.0,1.8,,,,,Huyện Bình Chánh
2013-01-03 03:00:00,29.0,22.0,66.0,,,,3.6,,,,,Huyện Bình Chánh
2013-01-03 06:00:00,31.0,22.1,59.0,,,,5.4,,,,,Huyện Bình Chánh
2013-01-03 09:00:00,30.0,23.0,66.0,,,200.0,9.4,,,,,Huyện Bình Chánh
2013-01-03 12:00:00,28.0,22.9,74.0,,,220.0,9.4,,,,,Huyện Bình Chánh
2013-01-03 15:00:00,27.0,23.0,79.0,,,170.0,5.4,,,,,Huyện Bình Chánh
2013-01-03 18:00:00,26.0,21.0,74.0,,,350.0,9.4,,,,,Huyện Bình Chánh
2013-01-03 21:00:00,24.0,20.9,83.0,,,360.0,7.6,,,,,Huyện Bình Chánh
2013-01-04 00:00:00,23.0,21.1,89.0,,,360.0,3.6,,,,,Huyện Bình Chánh
2013-01-04 03:00:00,28.0,21.1,66.0,,,,3.6,,,,,Huyện Bình Chánh
2013-01-04 06:00:00,31.0,20.9,55.0,,,,3.6,,,,,Huyện Bình Chánh
2013-01-04 09:00:00,31.0,20.0,52.0,,,170.0,7.6,,,,,Huyện Bình Chánh
2013-01-04 12:00:00,28.0,22.0,70.0,,,190.0,9.4,,,,,Huyện Bình Chánh
2013-01-04 15:00:00,,,,,,,,,,,,Huyện Bình Chánh
2013-01-04 18:00:00,23.0,17.0,69.0,,,,3.6,,,,,Huyện Bình Chánh
2013-01-04 21:00:00,21.0,17.0,78.0,,,310.0,3.6,,,,,Huyện Bình Chánh
2013-01-05 00:00:00,21.0,18.0,83.0,,,,3.6,,,,,Huyện Bình Chánh
2013-01-05 03:00:00,27.0,21.1,70.0,,,,5.4,,,,,Huyện Bình Chánh
2013-01-05 06:00:00,29.0,19.9,58.0,,,330.0,7.6,,,,,Huyện Bình Chánh
2013-01-05 09:00:00,28.0,21.1,66.0,,,140.0,9.4,,,,,Huyện Bình Chánh
2013-01-05 12:00:00,27.0,23.0,79.0,,,270.0,7.6,,,,,Huyện Bình Chánh
2013-01-05 15:00:00,25.0,18.9,69.0,,,30.0,7.6,,,,,Huyện Bình Chánh
2013-01-05 18:00:00,23.0,21.1,89.0,,,30.0,11.2,,,,,Huyện Bình Chánh
2013-01-05 21:00:00,22.0,21.0,94.0,,,20.0,13.0,,,,,Huyện Bình Chánh
2013-01-06 00:00:00,22.0,21.0,94.0,,,320.0,5.4,,,,,Huyện Bình Chánh
2013-01-06 03:00:00,24.0,20.9,83.0,,,320.0,7.6,,,,,Huyện Bình Chánh
2013-01-06 06:00:00,26.0,21.0,74.0,,,320.0,9.4,,,,,Huyện Bình Chánh
2013-01-06 09:00:00,27.0,22.0,74.0,,,,3.6,,,,,Huyện Bình Chánh
2013-01-06 12:00:00,26.0,21.0,74.0,,,360.0,11.2,,,,,Huyện Bình Chánh
2013-01-06 15:00:00,26.0,21.0,74.0,,,350.0,7.6,,,,,Huyện Bình Chánh
2013-01-06 18:00:00,24.0,20.9,83.0,,,350.0,5.4,,,,,Huyện Bình Chánh
2013-01-06 21:00:00,24.0,22.1,89.0,,,300.0,3.6,,,,,Huyện Bình Chánh
2013-01-07 00:00:00,23.0,22.0,94.0,,,330.0,7.6,,,,,Huyện Bình Chánh
2013-01-07 03:00:00,23.0,23.0,100.0,,,,5.4,,,,,Huyện Bình Chánh
2013-01-07 06:00:00,24.0,23.0,94.0,,,320.0,7.6,,,,,Huyện Bình Chánh
2013-01-07 09:00:00,25.0,23.1,89.0,,,320.0,9.4,,,,,Huyện Bình Chánh
2013-01-07 12:00:00,24.0,23.0,94.0,,,310.0,3.6,,,,,Huyện Bình Chánh
2013-01-07 15:00:00,25.0,21.9,83.0,,,,3.6,,,,,Huyện Bình Chánh
2013-01-07 18:00:00,23.0,22.0,94.0,,,350.0,1.8,,,,,Huyện Bình Chánh
2013-01-07 21:00:00,22.0,22.0,100.0,,,350.0,5.4,,,,,Huyện Bình Chánh
2013-01-08 00:00:00,23.0,22.0,94.0,,,350.0,5.4,,,,,Huyện Bình Chánh
2013-01-08 03:00:00,28.0,22.0,70.0,,,10.0,7.6,,,,,Huyện Bình Chánh
2013-01-08 06:00:00,31.0,20.9,55.0,,,,3.6,,,,,Huyện Bình Chánh
2013-01-08 09:00:00,26.0,24.0,89.0,,,160.0,13.0,,,,,Huyện Bình Chánh
2013-01-08 12:00:00,25.0,21.9,83.0,,,120.0,14.8,,,,,Huyện Bình Chánh
2013-01-08 15:00:00,24.0,23.0,94.0,,,,3.6,,,,,Huyện Bình Chánh
2013-01-08 18:00:00,24.0,24.0,100.0,,,300.0,1.8,,,,,Huyện Bình Chánh
2013-01-08 21:00:00,23.0,23.0,100.0,,,,0.0,,,,,Huyện Bình Chánh
2013-01-09 00:00:00,24.0,24.0,100.0,,,,3.6,,,,,Huyện Bình Chánh
2013-01-09 03:00:00,28.0,22.9,74.0,,,,3.6,,,,,Huyện Bình Chánh
2013-01-09 06:00:00,32.0,22.1,56.0,,,,5.4,,,,,Huyện Bình Chánh
2013-01-09 09:00:00,23.0,23.0,100.0,,,170.0,14.8,,,,,Huyện Bình Chánh
2013-01-09 12:00:00,24.0,23.0,94.0,,,,5.4,,,,,Huyện Bình Chánh
2013-01-09 15:00:00,25.0,23.1,89.0,,,,1.8,,,,,Huyện Bình Chánh
2013-01-09 18:00:00,24.0,24.0,100.0,,,250.0,3.6,,,,,Huyện Bình Chánh
2013-01-09 21:00:00,,,,,,,,,,,,Huyện Bình Chánh
2013-01-10 00:00:00,23.0,23.0,100.0,,,,5.4,,,,,Huyện Bình Chánh
2013-01-10 03:00:00,27.0,21.1,70.0,,,,1.8,,,,,Huyện Bình Chánh
2013-01-10 06:00:00,30.0,21.1,59.0,,,260.0,7.6,,,,,Huyện Bình Chánh
2013-01-10 09:00:00,29.0,22.0,66.0,,,250.0,9.4,,,,,Huyện Bình Chánh
2013-01-10 12:00:00,26.3,23.2,83.0,,,180.0,10.8,,1010.0,,,Huyện Bình Chánh
2013-01-10 15:00:00,25.0,21.9,83.0,,,150.0,5.4,,,,,Huyện Bình Chánh
2013-01-10 18:00:00,,,,,,,,,,,,Huyện Bình Chánh
2013-01-10 21:00:00,23.0,23.0,100.0,,,300.0,5.4,,,,,Huyện Bình Chánh
2013-01-11 00:00:00,23.0,23.0,100.0,,,10.0,5.4,,,,,Huyện Bình Chánh
2013-01-11 03:00:00,28.0,22.0,70.0,,,,5.4,,,,,Huyện Bình Chánh
2013-01-11 06:00:00,31.0,20.9,55.0,,,,5.4,,,,,Huyện Bình Chánh
2013-01-11 09:00:00,32.0,20.0,49.0,,,170.0,9.4,,,,,Huyện Bình Chánh
2013-01-11 12:00:00,27.0,22.0,74.0,,,170.0,14.8,,,,,Huyện Bình Chánh
2013-01-11 15:00:00,26.0,21.0,74.0,,,140.0,5.4,,,,,Huyện Bình Chánh
2013-01-11 18:00:00,23.0,22.0,94.0,,,300.0,5.4,,,,,Huyện Bình Chánh
2013-01-11 21:00:00,,,,,,,,,,,,Huyện Bình Chánh
2013-01-12 00:00:00,22.0,21.0,94.0,,,340.0,7.6,,,,,Huyện Bình Chánh
2013-01-12 03:00:00,29.0,22.0,66.0,,,300.0,9.4,,,,,Huyện Bình Chánh
2013-01-12 06:00:00,31.0,20.9,55.0,,,270.0,9.4,,,,,Huyện Bình Chánh
2013-01-12 09:00:00,32.0,17.1,41.0,,,,3.6,,,,,Huyện Bình Chánh
2013-01-12 12:00:00,26.0,23.1,84.0,,,140.0,16.6,,,,,Huyện Bình Chánh
2013-01-12 15:00:00,25.0,20.0,74.0,,,160.0,11.2,,,,,Huyện Bình Chánh
2013-01-12 18:00:00,,,,,,,,,,,,Huyện Bình Chánh
2013-01-12 21:00:00,22.0,22.0,100.0,,,350.0,1.8,,,,,Huyện Bình Chánh
2013-01-13 00:00:00,22.0,22.0,100.0,,,20.0,7.6,,,,,Huyện Bình Chánh
2013-01-13 03:00:00,28.0,21.1,66.0,,,,5.4,,,,,Huyện Bình Chánh
2013-01-13 06:00:00,32.0,17.9,43.0,,,,3.6,,,,,Huyện Bình Chánh
2013-01-13 09:00:00,32.0,20.0,49.0,,,,5.4,,,,,Huyện Bình Chánh
2013-01-13 12:00:00,26.0,20.1,70.0,,,150.0,18.4,,,,,Huyện Bình Chánh
2013-01-13 15:00:00,24.0,20.9,83.0,,,140.0,11.2,,,,,Huyện Bình Chánh
2013-01-13 18:00:00,24.0,20.9,83.0,,,150.0,9.4,,,,,Huyện Bình Chánh
2013-01-13 21:00:00,23.0,22.0,94.0,,,60.0,3.6,,,,,Huyện Bình Chánh
2013-01-14 00:00:00,22.0,21.0,94.0,,,70.0,5.4,,,,,Huyện Bình Chánh
2013-01-14 03:00:00,28.0,21.1,66.0,,,,3.6,,,,,Huyện Bình Chánh
2013-01-14 06:00:00,31.0,19.0,49.0,,,,3.6,,,,,Huyện Bình Chánh
2013-01-14 09:00:00,29.0,19.9,58.0,,,260.0,9.4,,,,,Huyện Bình Chánh
2013-01-14 12:00:00,27.0,20.1,66.0,,,160.0,11.2,,,,,Huyện Bình Chánh
2013-01-14 15:00:00,24.0,20.9,83.0,,,110.0,7.6,,,,,Huyện Bình Chánh
2013-01-14 18:00:00,23.0,21.1,89.0,,,70.0,7.6,,,,,Huyện Bình Chánh
2013-01-14 21:00:00,23.0,21.1,89.0,,,,1.8,,,,,Huyện Bình Chánh
2013-01-15 00:00:00,23.0,21.1,89.0,,,70.0,5.4,,,,,Huyện Bình Chánh
2013-01-15 03:00:00,27.7,21.7,70.0,,,50.0,7.2,,1014.2,,,Huyện Bình Chánh
2013-01-15 06:00:00,30.0,19.1,52.0,,,340.0,13.0,,,,,Huyện Bình Chánh
2013-01-15 09:00:00,28.0,22.0,70.0,,,180.0,14.8,,,,,Huyện Bình Chánh
2013-01-15 12:00:00,26.0,20.1,70.0,,,160.0,9.4,,,,,Huyện Bình Chánh
2013-01-15 15:00:00,,,,,,,,,,,,Huyện Bình Chánh
2013-01-15 18:00:00,22.0,19.0,83.0,,,,3.6,,,,,Huyện Bình Chánh
2013-01-15 21:00:00,21.0,20.0,94.0,,,40.0,5.4,,,,,Huyện Bình Chánh
2013-01-16 00:00:00,21.0,20.0,94.0,,,360.0,7.6,,,,,Huyện Bình Chánh
2013-01-16 03:00:00,26.0,17.1,58.0,,,,5.4,,,,,Huyện Bình Chánh
2013-01-16 06:00:00,31.0,12.9,33.0,,,40.0,9.4,,,,,Huyện Bình Chánh
2013-01-16 09:00:00,32.0,11.7,29.0,,,30.0,11.2,,,,,Huyện Bình Chánh
2013-01-16 12:00:00,26.0,16.0,54.0,,,140.0,14.8,,,,,Huyện Bình Chánh
2013-01-16 15:00:00,24.0,18.0,69.0,,,,1.8,,,,,Huyện Bình Chánh
2013-01-16 18:00:00,23.0,17.9,73.0,,,310.0,7.6,,,,,Huyện Bình Chánh
2013-01-16 21:00:00,22.0,21.2,95.0,,,,0.0,,1012.9,,,Huyện Bình Chánh
2013-01-17 00:00:00,20.0,16.0,78.0,,,,3.6,,,,,Huyện Bình Chánh
2013-01-17 03:00:00,28.0,16.9,51.0,,,,5.4,,,,,Huyện Bình Chánh
2013-01-17 06:00:00,31.0,15.8,40.0,,,320.0,9.4,,,,,Huyện Bình Chánh
2013-01-17 09:00:00,31.0,15.8,40.0,,,,5.4,,,,,Huyện Bình Chánh
2013-01-17 12:00:00,26.0,21.0,74.0,,,140.0,13.0,,,,,Huyện Bình Chánh
2013-01-17 15:00:00,25.0,18.9,69.0,,,,5.4,,,,,Huyện Bình Chánh
2013-01-17 18:00:00,24.0,20.9,83.0,,,310.0,7.6,,,,,Huyện Bình Chánh
2013-01-17 21:00:00,23.0,12.9,53.0,,,360.0,14.8,,,,,Huyện Bình Chánh
2013-01-18 00:00:00,22.0,12.0,53.0,,,10.0,9.4,,,,,Huyện Bình Chánh
2013-01-18 03:00:00,28.0,13.9,42.0,,,50.0,14.8,,,,,Huyện Bình Chánh
2013-01-18 06:00:00,31.0,15.8,40.0,,,30.0,11.2,,,,,Huyện Bình Chánh
2013-01-18 09:00:00,32.0,15.1,36.0,,,50.0,9.4,,,,,Huyện Bình Chánh
2013-01-18 12:00:00,26.6,20.9,71.0,,,160.0,7.2,,1013.5,,,Huyện Bình Chánh
2013-01-18 15:00:00,25.0,15.9,57.0,,,360.0,13.0,,,,,Huyện Bình Chánh
2013-01-18 18:00:00,22.0,15.1,65.0,,,10.0,7.6,,,,,Huyện Bình Chánh
2013-01-18 21:00:00,21.4,18.0,81.0,,,,0.0,,1012.5,,,Huyện Bình Chánh
2013-01-19 00:00:00,20.0,16.0,78.0,,,360.0,5.4,,,,,Huyện Bình Chánh
2013-01-19 03:00:00,27.0,14.1,45.0,,,,3.6,,,,,Huyện Bình Chánh
2013-01-19 06:00:00,31.0,15.0,38.0,,,300.0,11.2,,,,,Huyện Bình Chánh
2013-01-19 09:00:00,31.0,17.0,43.0,,,300.0,11.2,,,,,Huyện Bình Chánh
2013-01-19 12:00:00,26.0,18.9,65.0,,,170.0,11.2,,,,,Huyện Bình Chánh
2013-01-19 15:00:00,26.0,21.0,74.0,,,180.0,7.6,,,,,Huyện Bình Chánh
2013-01-19 18:00:00,24.0,22.1,89.0,,,260.0,5.4,,,,,Huyện Bình Chánh
2013-01-19 21:00:00,24.0,22.1,89.0,,,,1.8,,,,,Huyện Bình Chánh
2013-01-20 00:00:00,24.0,23.0,94.0,,,,3.6,,,,,Huyện Bình Chánh
2013-01-20 03:00:00,27.0,22.0,74.0,,,,1.8,,,,,Huyện Bình Chánh
2013-01-20 06:00:00,32.0,17.9,43.0,,,360.0,7.6,,,,,Huyện Bình Chánh
2013-01-20 09:00:00,31.0,20.0,52.0,,,,5.4,,,,,Huyện Bình Chánh
2013-01-20 12:00:00,27.0,22.0,74.0,,,140.0,7.6,,,,,Huyện Bình Chánh
2013-01-20 15:00:00,26.0,21.0,74.0,,,160.0,7.6,,,,,Huyện Bình Chánh
2013-01-20 18:00:00,23.0,22.0,94.0,,,300.0,1.8,,,,,Huyện Bình Chánh
2013-01-20 21:00:00,24.0,20.9,83.0,,,110.0,7.6,,,,,Huyện Bình Chánh
2013-01-21 00:00:00,23.0,22.0,94.0,,,30.0,3.6,,,,,Huyện Bình Chánh
2013-01-21 03:00:00,28.5,22.7,71.0,,,20.0,10.8,,1015.7,,,Huyện Bình Chánh
2013-01-21 06:00:00,31.0,20.9,55.0,,,,1.8,,,,,Huyện Bình Chánh
2013-01-21 09:00:00,,,,,,,,,,,,Huyện Bình Chánh
2013-01-21 12:00:00,27.0,20.1,66.0,,,130.0,13.0,,,,,Huyện Bình Chánh
2013-01-21 15:00:00,26.0,18.9,65.0,,,110.0,14.8,,,,,Huyện Bình Chánh
2013-01-21 18:00:00,25.0,20.0,74.0,,,110.0,14.8,,,,,Huyện Bình Chánh
2013-01-21 21:00:00,24.0,19.9,78.0,,,110.0,5.4,,,,,Huyện Bình Chánh
2013-01-22 00:00:00,23.0,21.1,89.0,,,360.0,5.4,,,,,Huyện Bình Chánh
2013-01-22 03:00:00,27.0,21.1,70.0,,,,3.6,,,,,Huyện Bình Chánh
2013-01-22 06:00:00,31.0,20.9,55.0,,,330.0,7.6,,,,,Huyện Bình Chánh
2013-01-22 09:00:00,31.0,20.9,55.0,,,180.0,16.6,,,,,Huyện Bình Chánh
2013-01-22 12:00:00,26.0,21.0,74.0,,,140.0,11.2,,,,,Huyện Bình Chánh
2013-01-22 15:00:00,25.0,18.9,69.0,,,130.0,11.2,,,,,Huyện Bình Chánh
2013-01-22 18:00:00,24.6,21.9,85.0,,,140.0,10.8,,1012.9,,,Huyện Bình Chánh
2013-01-22 21:00:00,23.0,22.0,94.0,,,100.0,7.6,,,,,Huyện Bình Chánh
2013-01-23 00:00:00,23.0,22.0,94.0,,,,0.0,,,,,Huyện Bình Chánh
2013-01-23 03:00:00,28.0,22.0,70.0,,,,5.4,,,,,Huyện Bình Chánh
2013-01-23 06:00:00,31.0,22.1,59.0,,,190.0,9.4,,,,,Huyện Bình Chánh
2013-01-23 09:00:00,29.0,21.0,62.0,,,200.0,16.6,,,,,Huyện Bình Chánh
2013-01-23 12:00:00,27.0,19.1,62.0,,,160.0,9.4,,,,,Huyện Bình Chánh
2013-01-23 15:00:00,,,,,,,,,,,,Huyện Bình Chánh
2013-01-23 18:00:00,23.0,21.1,89.0,,,110.0,7.6,,,,,Huyện Bình Chánh
2013-01-23 21:00:00,23.0,21.1,89.0,,,110.0,5.4,,,,,Huyện Bình Chánh
2013-01-24 00:00:00,23.0,21.1,89.0,,,100.0,11.2,,,,,Huyện Bình Chánh
2013-01-24 03:00:00,28.0,21.1,66.0,,,40.0,13.0,,,,,Huyện Bình Chánh
2013-01-24 06:00:00,31.0,19.0,49.0,,,,5.4,,,,,Huyện Bình Chánh
2013-01-24 09:00:00,29.0,21.0,62.0,,,180.0,16.6,,,,,Huyện Bình Chánh
2013-01-24 12:00:00,26.0,17.9,61.0,,,150.0,13.0,,,,,Huyện Bình Chánh
2013-01-24 15:00:00,26.0,17.9,61.0,,,120.0,14.8,,,,,Huyện Bình Chánh
2013-01-24 18:00:00,24.0,20.9,83.0,,,140.0,5.4,,,,,Huyện Bình Chánh
2013-01-24 21:00:00,23.0,21.1,89.0,,,100.0,11.2,,,,,Huyện Bình Chánh
2013-01-25 00:00:00,23.7,21.2,86.0,,,90.0,7.2,,1013.3,,,Huyện Bình Chánh
2013-01-25 03:00:00,28.0,19.0,58.0,,,60.0,7.6,,,,,Huyện Bình Chánh
2013-01-25 06:00:00,32.0,17.9,43.0,,,,5.4,,,,,Huyện Bình Chánh
2013-01-25 09:00:00,29.0,19.0,55.0,,,180.0,18.4,,,,,Huyện Bình Chánh
2013-01-25 12:00:00,26.0,21.0,74.0,,,160.0,16.6,,,,,Huyện Bình Chánh
2013-01-25 15:00:00,24.8,21.1,80.0,,,140.0,10.8,,1012.7,,,Huyện Bình Chánh
2013-01-25 18:00:00,23.0,21.1,89.0,,,120.0,7.6,,,,,Huyện Bình Chánh
2013-01-25 21:00:00,22.0,21.0,94.0,,,80.0,9.4,,,,,Huyện Bình Chánh
2013-01-26 00:00:00,22.0,21.0,94.0,,,70.0,7.6,,,,,Huyện Bình Chánh
2013-01-26 03:00:00,28.0,19.0,58.0,,,,3.6,,,,,Huyện Bình Chánh
2013-01-26 06:00:00,32.0,17.9,43.0,,,90.0,9.4,,,,,Huyện Bình Chánh
2013-01-26 09:00:00,30.0,19.1,52.0,,,170.0,16.6,,,,,Huyện Bình Chánh
2013-01-26 12:00:00,26.0,17.9,61.0,,,150.0,13.0,,,,,Huyện Bình Chánh
2013-01-26 15:00:00,24.0,18.0,69.0,,,130.0,11.2,,,,,Huyện Bình Chánh
2013-01-26 18:00:00,22.4,20.7,90.0,,,,0.0,,1013.1,,,Huyện Bình Chánh
2013-01-26 21:00:00,21.0,18.9,88.0,,,40.0,3.6,,,,,Huyện Bình Chánh
2013-01-27 00:00:00,22.0,19.9,88.0,,,20.0,5.4,,,,,Huyện Bình Chánh
2013-01-27 03:00:00,28.0,18.1,55.0,,,70.0,7.6,,,,,Huyện Bình Chánh
2013-01-27 06:00:00,32.0,17.9,43.0,,,,5.4,,,,,Huyện Bình Chánh
2013-01-27 09:00:00,31.0,19.0,49.0,,,170.0,11.2,,,,,Huyện Bình Chánh
2013-01-27 12:00:00,26.0,18.9,65.0,,,140.0,11.2,,,,,Huyện Bình Chánh
2013-01-27 15:00:00,24.0,19.1,74.0,,,120.0,11.2,,,,,Huyện Bình Chánh
2013-01-27 18:00:00,24.0,19.1,74.0,,,110.0,3.6,,,,,Huyện Bình Chánh
2013-01-27 21:00:00,21.0,18.9,88.0,,,50.0,5.4,,,,,Huyện Bình Chánh
2013-01-28 00:00:00,22.0,19.9,88.0,,,,3.6,,,,,Huyện Bình Chánh
2013-01-28 03:00:00,28.0,18.1,55.0,,,,5.4,,,,,Huyện Bình Chánh
2013-01-28 06:00:00,31.0,15.8,40.0,,,200.0,7.6,,,,,Huyện Bình Chánh
2013-01-28 09:00:00,31.0,19.0,49.0,,,210.0,16.6,,,,,Huyện Bình Chánh
2013-01-28 12:00:00,26.0,21.0,74.0,,,150.0,9.4,,,,,Huyện Bình Chánh
2013-01-28 15:00:00,24.0,19.9,78.0,,,130.0,13.0,,,,,Huyện Bình Chánh
2013-01-28 18:00:00,23.0,20.0,83.0,,,,3.6,,,,,Huyện Bình Chánh
2013-01-28 21:00:00,23.0,20.0,83.0,,,90.0,9.4,,,,,Huyện Bình Chánh
2013-01-29 00:00:00,23.0,21.1,89.0,,,100.0,9.4,,,,,Huyện Bình Chánh
2013-01-29 03:00:00,27.0,19.1,62.0,,,,5.4,,,,,Huyện Bình Chánh
2013-01-29 06:00:00,32.0,18.9,46.0,,,180.0,11.2,,,,,Huyện Bình Chánh
2013-01-29 09:00:00,31.0,19.0,49.0,,,130.0,7.6,,,,,Huyện Bình Chánh
2013-01-29 12:00:00,27.0,16.9,54.0,,,130.0,14.8,,,,,Huyện Bình Chánh
